Crop,Season,Agro_Zone,Zone_Group,mean_temp,rain_avg,Sand_pct,Silt_pct,Clay_pct,Soil_Type,N_kg_ha,P_kg_ha,K_kg_ha,Humidity_pct,pH
Rice,Kharif,2,humid,31.49,111.88,15.51,26.29,58.2,clayey,96.2,27.1,27.1,88.6,5.55
Rice,Kharif,3,plains,25.86,132.81,10.81,44.99,44.2,clayey,111.0,37.8,43.2,76.8,4.98
Sugarcane,Kharif,11,humid,24.08,126.7,48.07,21.49,30.44,sandy,166.5,84.8,83.9,72.0,6.31
Sugarcane,Kharif,5,arid,22.97,83.48,30.72,32.17,37.11,clayey,131.9,63.2,56.7,59.8,6.98
Maize,Rabi,6,plains,23.25,91.87,48.88,26.05,25.07,sandy,95.2,38.3,35.5,75.3,5.52
Rice,Kharif,11,humid,33.42,145.83,21.13,38.23,40.64,clayey,85.8,29.0,29.4,79.8,5.54
Rice,Kharif,11,humid,32.94,142.45,19.38,34.46,46.16,clayey,132.8,47.0,56.2,88.6,4.6
Sugarcane,Kharif,2,humid,27.23,150.52,17.98,31.41,50.61,clayey,149.2,59.7,65.9,77.3,6.65
Sugarcane,Kharif,10,humid,33.64,122.09,18.49,32.28,49.23,clayey,249.1,87.5,93.1,73.7,6.67
Sugarcane,Kharif,12,arid,28.92,83.43,29.12,33.99,36.89,clayey,248.5,94.2,90.1,78.8,6.36
Sugarcane,Kharif,12,arid,35.55,83.35,38.79,24.3,36.91,clayey,159.1,69.4,64.7,68.1,7.02
Sugarcane,Kharif,3,plains,25.47,132.75,23.42,41.3,35.28,clayey,140.2,64.3,67.6,64.1,6.1
Sugarcane,Kharif,12,arid,24.91,89.64,23.13,32.01,44.86,clayey,172.6,75.2,70.2,69.5,6.78
Sugarcane,Kharif,4,plains,28.79,116.06,34.78,29.44,35.78,clayey,221.0,90.6,85.8,72.4,7.41
Sugarcane,Kharif,9,plains,34.61,120.36,24.53,29.34,46.13,clayey,139.2,68.0,62.7,69.0,6.72
Sugarcane,Kharif,9,plains,24.0,114.54,33.55,30.29,36.16,clayey,151.3,63.9,64.8,84.0,6.96
Sugarcane,Kharif,3,plains,25.48,83.79,26.66,36.61,36.73,clayey,214.3,91.9,88.8,79.9,6.93
Rice,Kharif,1,humid,27.86,158.09,21.18,34.89,43.93,clayey,113.9,41.1,41.0,91.4,5.25
Rice,Kharif,14,humid,24.2,176.72,28.72,22.99,48.29,clayey,142.7,47.6,49.2,88.3,5.06
Maize,Rabi,6,plains,31.41,83.08,45.01,31.15,23.84,sandy,136.5,51.8,51.2,50.9,7.27
Rice,Kharif,3,plains,29.62,133.64,13.7,43.95,42.35,clayey,117.7,39.0,37.0,94.9,5.36
Rice,Kharif,14,humid,28.03,169.61,37.31,21.81,40.88,clayey,145.5,54.0,54.4,82.2,5.15
Rice,Kharif,11,humid,26.07,165.25,32.27,26.49,41.24,clayey,92.1,33.7,25.5,95.3,4.58
Maize,Kharif,8,plains,26.88,59.33,21.63,36.68,41.69,clayey,112.0,40.2,41.3,76.8,6.0
Sugarcane,Kharif,9,plains,29.45,87.55,34.3,25.85,39.85,clayey,138.5,60.0,64.7,67.8,7.2
Maize,Kharif,8,plains,25.16,74.2,21.79,25.17,53.04,clayey,89.1,37.1,36.1,74.4,7.41
Rice,Kharif,2,humid,25.55,175.5,18.68,34.56,46.76,clayey,96.2,31.5,36.4,97.5,5.25
Maize,Kharif,0,plains,20.04,67.35,59.25,29.41,11.34,sandy,90.4,38.0,31.6,67.8,5.97
Rice,Kharif,6,plains,29.67,142.47,25.67,21.53,52.8,clayey,137.2,46.5,49.6,84.4,6.11
Maize,Kharif,4,plains,23.46,55.04,50.13,32.33,17.54,sandy,126.8,45.7,44.7,64.0,6.47
Rice,Kharif,2,humid,31.5,176.5,16.33,35.87,47.8,clayey,97.7,25.9,30.9,77.1,5.0
Sugarcane,Kharif,9,plains,34.24,116.97,28.3,28.39,43.31,clayey,181.0,82.7,72.7,73.5,7.4
Sugarcane,Kharif,11,humid,23.87,164.18,31.04,24.11,44.85,clayey,232.3,90.8,90.1,81.1,6.41
Rice,Kharif,6,plains,25.45,110.41,29.42,25.81,44.77,clayey,122.9,39.9,47.4,89.3,5.01
Wheat,Rabi,3,plains,23.71,70.0,47.61,37.24,15.15,sandy,148.1,59.4,55.7,64.9,6.89
Maize,Kharif,0,plains,21.47,63.31,56.46,24.54,19.0,sandy,123.8,46.4,44.5,52.5,7.39
Rice,Kharif,2,humid,35.48,154.09,17.09,29.41,53.5,clayey,123.5,37.3,37.9,96.1,5.96
Sugarcane,Kharif,9,plains,32.17,106.64,28.12,20.49,51.39,clayey,198.0,75.9,84.9,75.6,7.48
Rice,Kharif,2,humid,23.62,162.03,6.24,40.29,53.47,clayey,108.5,35.0,38.1,89.0,6.02
Maize,Kharif,7,plains,31.59,96.25,39.55,25.7,34.75,loamy,119.8,42.7,45.8,72.5,7.37
Maize,Kharif,0,plains,20.2,61.6,60.86,27.54,11.6,sandy,148.1,60.0,57.8,68.4,6.21
Maize,Kharif,6,plains,28.14,118.16,48.83,29.02,22.15,sandy,107.8,45.5,44.5,65.3,7.33
Wheat,Rabi,7,plains,23.63,61.32,41.62,32.33,26.05,loamy,82.2,31.3,25.7,55.8,6.9
Wheat,Rabi,4,plains,21.02,64.71,48.55,35.18,16.27,sandy,134.8,55.7,57.0,63.3,6.49
Rice,Kharif,1,humid,27.63,153.27,20.87,30.01,49.12,clayey,86.4,25.8,30.0,92.5,5.64
Maize,Kharif,6,plains,25.0,90.62,44.41,27.96,27.63,loamy,112.8,42.1,44.8,59.1,6.04
Wheat,Rabi,4,plains,16.35,65.49,53.51,30.52,15.97,sandy,124.2,53.5,52.1,47.9,7.12
Rice,Kharif,14,humid,24.2,124.45,41.69,21.45,36.86,clayey,138.4,51.0,50.2,81.6,5.52
Sugarcane,Kharif,2,humid,33.65,128.65,26.07,33.98,39.95,clayey,223.7,98.2,99.7,87.3,6.18
Sugarcane,Kharif,10,humid,32.89,167.48,23.53,33.91,42.56,clayey,248.9,89.0,88.3,67.2,7.29
Maize,Rabi,0,plains,19.45,75.04,56.19,32.38,11.43,sandy,92.3,39.4,38.9,50.9,7.44
Rice,Kharif,11,humid,30.77,136.39,26.44,24.04,49.52,clayey,106.8,43.6,42.7,82.7,5.81
Rice,Kharif,6,plains,29.5,125.29,14.7,29.09,56.21,clayey,98.4,26.3,30.2,72.4,6.37
Maize,Rabi,0,plains,18.16,63.29,52.95,31.23,15.82,sandy,102.9,32.7,38.7,64.1,6.13
Rice,Kharif,10,humid,31.03,163.42,23.14,39.58,37.28,clayey,136.4,48.4,56.2,90.2,4.81
Rice,Kharif,10,humid,26.19,134.31,7.85,48.54,43.61,clayey,108.7,37.6,37.0,90.7,5.95
Wheat,Rabi,5,arid,15.62,40.63,61.86,32.9,5.24,sandy,102.0,39.2,41.5,52.6,6.5
Maize,Rabi,6,plains,26.06,101.25,46.48,31.28,22.24,sandy,128.1,58.7,50.8,74.2,7.08
Rice,Kharif,10,humid,27.14,150.85,19.32,39.52,41.16,clayey,130.0,47.0,51.2,84.5,4.8
Rice,Kharif,11,humid,31.13,122.04,31.03,20.04,48.93,clayey,96.2,30.0,30.1,88.4,4.61
Maize,Kharif,9,plains,23.4,95.24,44.45,20.88,34.67,loamy,84.5,36.1,39.8,56.0,7.08
Maize,Rabi,5,arid,22.12,45.61,45.43,33.13,21.44,sandy,139.5,52.4,53.5,47.3,6.28
Maize,Kharif,0,plains,18.06,67.06,58.14,25.34,16.52,sandy,84.2,37.4,33.4,68.2,6.62
Rice,Kharif,11,humid,31.45,122.84,25.93,33.63,40.44,clayey,95.1,32.0,31.8,79.6,4.91
Wheat,Rabi,4,plains,22.73,63.7,46.93,42.68,10.39,sandy,119.6,42.9,38.2,54.8,6.16
Wheat,Rabi,12,arid,22.41,50.94,52.28,28.96,18.76,sandy,82.4,32.2,28.4,44.6,6.85
Maize,Kharif,4,plains,22.9,62.71,44.07,38.5,17.43,loamy,99.6,34.3,39.6,50.9,5.73
Wheat,Rabi,12,arid,23.73,69.73,59.43,32.37,8.2,sandy,143.5,58.0,57.1,39.2,6.57
Maize,Kharif,6,plains,20.72,80.75,49.86,27.11,23.03,sandy,129.9,55.0,54.1,79.2,5.89
Wheat,Rabi,12,arid,20.61,66.98,58.79,31.77,9.44,sandy,79.9,31.7,36.4,54.3,7.41
Wheat,Rabi,5,arid,15.16,47.63,61.74,32.79,5.47,sandy,125.4,58.6,54.9,41.9,6.79
Wheat,Rabi,4,plains,23.27,66.38,53.9,30.88,15.22,sandy,64.6,30.5,33.3,55.9,6.98
Rice,Kharif,6,plains,27.6,115.47,26.59,24.54,48.87,clayey,99.5,31.1,28.8,93.5,5.53
Wheat,Rabi,13,arid,22.79,30.92,72.47,20.69,6.84,sandy,74.1,35.7,25.8,35.9,6.27
Rice,Kharif,10,humid,26.9,168.24,26.61,31.88,41.51,clayey,105.6,41.7,40.0,85.1,5.15
Maize,Rabi,8,plains,23.83,65.56,22.69,30.27,47.04,clayey,110.5,43.9,43.5,65.3,7.23
Maize,Kharif,9,plains,22.64,73.58,41.83,31.64,26.53,loamy,104.9,50.0,46.6,73.8,7.11
Rice,Kharif,10,humid,26.54,166.01,16.91,36.75,46.34,clayey,96.5,26.9,33.0,87.2,5.59
Maize,Kharif,4,plains,23.05,82.75,51.69,32.72,15.59,sandy,89.5,37.1,31.1,79.5,7.07
Sugarcane,Kharif,3,plains,32.54,89.43,35.04,31.39,33.57,loamy,184.7,74.1,78.6,65.3,6.55
Rice,Kharif,11,humid,31.73,154.05,22.89,36.31,40.8,clayey,107.1,39.6,40.2,84.0,4.71
Wheat,Rabi,12,arid,20.54,54.51,43.18,34.96,21.86,loamy,88.4,26.8,32.2,41.1,6.81
Wheat,Rabi,7,plains,20.95,69.08,42.33,28.39,29.28,loamy,80.9,27.9,28.8,55.8,6.53
Maize,Kharif,6,plains,21.0,116.61,45.01,29.11,25.88,sandy,135.6,58.0,58.4,62.1,6.29
Maize,Kharif,0,plains,18.36,54.54,48.3,35.5,16.2,sandy,121.6,47.8,45.4,51.0,5.71
Rice,Kharif,10,humid,25.63,127.96,22.4,32.51,45.09,clayey,82.2,33.9,35.8,83.6,6.08
Wheat,Rabi,5,arid,18.33,57.87,56.16,28.88,14.96,sandy,122.7,54.0,55.7,35.4,7.41
Wheat,Rabi,13,arid,23.02,27.61,68.53,24.05,7.42,sandy,112.5,42.6,44.1,44.5,6.73
Rice,Kharif,3,plains,34.36,120.19,14.93,36.05,49.02,clayey,116.3,40.0,40.2,92.4,5.22
Wheat,Rabi,12,arid,23.92,58.1,44.95,38.0,17.05,loamy,133.6,55.2,55.7,43.7,6.97
Rice,Kharif,14,humid,25.65,130.33,37.64,22.86,39.5,clayey,149.2,46.2,52.1,93.7,4.63
Maize,Rabi,8,plains,29.15,76.36,27.19,29.02,43.79,clayey,137.4,52.1,57.6,77.0,6.13
Maize,Rabi,8,plains,25.33,57.38,29.77,28.85,41.38,clayey,138.9,56.8,50.9,52.9,5.53
Wheat,Rabi,13,arid,23.32,26.92,66.01,23.49,10.5,sandy,78.2,29.3,27.9,43.6,6.83
Rice,Kharif,2,humid,29.32,123.88,7.91,43.26,48.83,clayey,82.2,25.1,26.8,90.4,5.08
Wheat,Rabi,8,plains,22.64,69.22,39.48,24.56,35.96,clayey,129.6,48.6,48.6,64.8,7.27
Maize,Kharif,5,arid,25.52,70.25,54.88,26.89,18.23,sandy,121.4,41.6,47.6,56.5,6.04
Sugarcane,Kharif,12,arid,33.08,86.3,32.28,34.28,33.44,loamy,150.1,61.5,61.2,75.1,6.68
Sugarcane,Kharif,10,humid,27.39,156.15,19.81,30.87,49.32,clayey,145.2,62.6,62.8,77.1,7.25
Rice,Kharif,10,humid,26.24,140.36,21.06,35.35,43.59,clayey,102.3,30.7,35.0,82.5,4.52
Sugarcane,Kharif,9,plains,23.8,128.53,28.83,31.08,40.09,clayey,171.4,82.4,75.4,63.2,6.17
Maize,Rabi,6,plains,26.04,105.51,38.03,32.02,29.95,loamy,117.0,42.0,40.7,58.9,6.92
Wheat,Rabi,12,arid,22.97,62.14,47.14,35.72,17.14,sandy,76.0,28.1,29.3,48.6,6.1
Maize,Rabi,7,plains,21.38,85.07,28.8,33.56,37.64,clayey,85.8,35.7,39.3,57.9,5.64
Wheat,Rabi,4,plains,16.31,55.46,44.81,40.16,15.03,loamy,98.6,47.3,37.9,49.6,6.24
Wheat,Rabi,13,arid,23.85,36.8,77.28,16.6,6.12,sandy,98.1,45.9,48.2,33.4,6.42
Rice,Kharif,1,humid,25.79,102.38,32.15,27.76,40.09,clayey,146.5,49.5,48.7,84.0,6.45
Rice,Kharif,10,humid,28.83,116.98,18.95,28.09,52.96,clayey,149.6,51.1,54.3,79.4,6.17
Rice,Kharif,3,plains,26.78,104.67,16.27,43.46,40.27,clayey,120.2,41.9,37.7,78.3,4.92
Sugarcane,Kharif,4,plains,27.69,82.77,31.79,31.09,37.12,clayey,175.5,70.2,83.4,61.3,6.44
Maize,Kharif,7,plains,27.77,68.18,32.02,29.93,38.05,clayey,105.8,48.8,41.2,67.7,6.64
Rice,Kharif,6,plains,28.71,148.96,17.38,28.94,53.68,clayey,134.2,49.9,51.9,88.0,5.84
Sugarcane,Kharif,3,plains,24.76,111.92,20.4,37.99,41.61,clayey,139.9,57.7,64.6,64.4,6.95
Maize,Kharif,5,arid,27.89,85.19,52.38,37.02,10.6,sandy,103.5,48.8,41.9,73.7,6.53
Maize,Kharif,9,plains,29.56,86.04,36.57,27.52,35.91,clayey,93.2,30.9,34.3,66.8,7.13
Sugarcane,Kharif,5,arid,35.95,87.37,39.29,27.67,33.04,loamy,159.6,63.9,57.8,57.2,6.03
Maize,Rabi,8,plains,28.18,87.58,20.88,35.51,43.61,clayey,96.1,31.2,32.5,56.4,6.93
Wheat,Rabi,7,plains,21.61,69.94,41.3,31.99,26.71,loamy,71.7,25.5,30.5,64.4,6.94
Wheat,Rabi,7,plains,20.51,62.84,37.15,24.36,38.49,clayey,108.2,39.4,37.8,48.9,6.97
Rice,Kharif,1,humid,24.74,153.13,21.42,31.91,46.67,clayey,99.6,29.9,25.4,78.5,4.55
Rice,Kharif,3,plains,30.62,101.66,15.06,31.7,53.24,clayey,110.2,37.6,48.4,76.8,6.35
Sugarcane,Kharif,12,arid,28.77,86.18,28.75,35.39,35.86,clayey,166.6,83.4,74.0,63.5,6.04
Sugarcane,Kharif,10,humid,24.79,128.79,28.91,33.56,37.53,clayey,193.9,73.3,79.4,82.5,6.88
Sugarcane,Kharif,2,humid,25.67,164.83,13.96,31.65,54.39,clayey,179.1,76.8,72.3,67.8,6.46
Sugarcane,Kharif,5,arid,32.77,88.22,40.52,28.51,30.97,loamy,231.2,87.5,96.1,79.3,6.58
Wheat,Rabi,7,plains,22.23,62.26,36.92,31.52,31.56,loamy,149.5,50.2,53.8,42.8,6.98
Sugarcane,Kharif,12,arid,35.21,83.13,38.66,31.21,30.13,loamy,212.1,85.4,86.7,64.6,7.36
Maize,Kharif,4,plains,22.66,81.0,38.11,40.19,21.7,loamy,89.2,36.4,33.9,62.7,6.75
Rice,Kharif,11,humid,23.1,125.28,33.59,25.0,41.41,clayey,131.3,53.1,59.6,82.3,5.84
Sugarcane,Kharif,5,arid,27.22,86.8,35.33,33.68,30.99,loamy,201.3,82.0,78.6,72.8,7.4
Rice,Kharif,14,humid,29.64,143.74,38.48,22.11,39.41,clayey,134.3,46.7,53.5,79.3,5.06
Wheat,Rabi,7,plains,20.36,60.33,32.37,28.88,38.75,clayey,71.5,31.6,29.8,39.7,6.67
Wheat,Rabi,12,arid,20.34,61.03,64.12,25.52,10.36,sandy,89.3,29.3,29.3,35.2,7.23
Wheat,Rabi,3,plains,19.52,70.0,46.47,34.58,18.95,sandy,91.3,41.0,39.3,53.7,6.88
Rice,Kharif,10,humid,26.92,113.82,19.15,31.62,49.23,clayey,128.0,47.2,55.0,85.0,6.32
Wheat,Rabi,13,arid,23.04,49.86,63.22,26.14,10.64,sandy,144.7,58.9,54.5,39.1,6.39
Sugarcane,Kharif,11,humid,24.84,141.04,35.17,29.81,35.02,clayey,149.7,55.4,64.2,65.4,6.23
Wheat,Rabi,12,arid,22.2,58.39,54.03,25.35,20.62,sandy,126.7,49.6,58.4,39.8,7.27
Maize,Kharif,4,plains,21.0,96.21,39.83,41.18,18.99,loamy,131.0,54.3,58.0,72.8,7.47
Wheat,Rabi,8,plains,23.88,58.33,27.22,33.9,38.88,clayey,64.9,29.7,34.0,55.4,7.38
Rice,Kharif,14,humid,25.2,152.83,37.01,26.96,36.03,clayey,104.8,35.8,41.7,87.6,5.67
Sugarcane,Kharif,3,plains,26.84,84.81,29.81,33.38,36.81,clayey,182.2,71.5,73.9,69.0,6.27
Maize,Kharif,0,plains,18.4,55.93,60.53,28.84,10.63,sandy,140.3,54.9,57.3,71.1,6.95
Sugarcane,Kharif,3,plains,26.31,139.78,32.65,29.85,37.5,clayey,123.7,57.1,55.1,68.9,6.64
Maize,Kharif,8,plains,29.45,52.38,28.59,26.49,44.92,clayey,89.0,31.6,33.9,56.6,6.91
Sugarcane,Kharif,3,plains,27.56,86.8,25.84,28.4,45.76,clayey,130.5,57.9,62.8,70.8,6.69
Rice,Kharif,1,humid,28.92,171.92,28.32,30.18,41.5,clayey,83.6,27.2,27.4,87.7,4.97
Sugarcane,Kharif,3,plains,25.32,113.18,19.21,37.31,43.48,clayey,188.5,72.0,72.3,64.4,6.95
Rice,Kharif,14,humid,29.82,151.61,35.45,30.06,34.49,loamy,107.9,39.1,39.0,95.0,6.39
Maize,Kharif,7,plains,28.61,105.3,41.6,24.53,33.87,loamy,128.0,53.4,55.1,52.7,7.22
Wheat,Rabi,12,arid,22.44,48.42,55.28,29.05,15.67,sandy,90.8,37.8,40.6,39.2,6.77
Maize,Rabi,0,plains,21.32,65.99,58.87,29.25,11.88,sandy,117.2,42.0,43.2,51.0,7.14
Rice,Kharif,10,humid,26.61,178.55,8.12,41.66,50.22,clayey,125.4,37.3,37.6,95.9,4.76
Sugarcane,Kharif,2,humid,33.65,166.32,19.98,34.27,45.75,clayey,137.6,69.7,55.0,81.1,6.69
Rice,Kharif,1,humid,23.81,175.98,20.17,29.32,50.51,clayey,142.8,48.5,50.9,79.9,5.54
Maize,Kharif,9,plains,24.32,67.27,47.48,29.49,23.03,sandy,147.2,57.8,50.3,50.2,6.52
Rice,Kharif,14,humid,26.9,177.85,29.44,28.45,42.11,clayey,101.4,31.3,28.6,91.7,5.42
Maize,Kharif,6,plains,20.96,113.48,42.61,21.05,36.34,clayey,114.3,45.7,49.4,52.4,5.68
Rice,Kharif,3,plains,30.34,138.56,8.84,31.96,59.2,clayey,120.3,41.8,42.8,74.2,4.55
Wheat,Rabi,8,plains,23.72,55.48,30.18,24.29,45.53,clayey,115.9,44.9,45.2,62.2,6.29
Wheat,Rabi,4,plains,23.9,57.26,51.12,31.86,17.02,sandy,73.9,29.8,28.2,55.8,6.57
Sugarcane,Kharif,5,arid,35.35,81.83,36.6,31.7,31.7,loamy,198.9,82.9,71.0,70.2,6.32
Rice,Kharif,14,humid,27.29,151.13,29.96,29.06,40.98,clayey,140.9,46.0,56.3,89.1,6.47
Maize,Kharif,5,arid,27.15,74.5,54.99,27.37,17.64,sandy,147.4,54.3,57.8,62.8,5.7
Wheat,Rabi,12,arid,21.18,53.78,52.4,31.51,16.09,sandy,142.3,58.4,54.6,45.3,7.08
Maize,Kharif,8,plains,24.55,96.21,25.74,31.62,42.64,clayey,111.9,47.2,40.3,73.3,6.65
Sugarcane,Kharif,5,arid,32.7,87.24,39.38,29.99,30.63,loamy,154.9,64.5,61.8,69.1,6.7
Wheat,Rabi,8,plains,23.21,65.27,38.68,22.45,38.87,clayey,125.2,50.6,50.8,53.7,6.34
Maize,Rabi,4,plains,27.73,81.61,38.72,35.95,25.33,loamy,112.0,45.4,48.8,76.3,6.1
Sugarcane,Kharif,10,humid,25.08,164.98,26.32,33.13,40.55,clayey,148.4,64.4,60.7,83.8,6.95
Sugarcane,Kharif,5,arid,31.76,86.34,42.0,33.13,24.87,loamy,131.5,60.8,59.2,57.9,7.17
Wheat,Rabi,8,plains,23.71,66.41,32.4,30.18,37.42,clayey,83.2,36.5,27.2,51.2,6.2
Rice,Kharif,1,humid,29.5,174.55,22.15,32.42,45.43,clayey,138.5,45.8,56.8,83.8,4.97
Sugarcane,Kharif,3,plains,24.13,84.6,25.28,28.74,45.98,clayey,210.0,98.0,91.0,76.6,7.37
Wheat,Rabi,4,plains,20.01,60.96,51.51,31.28,17.21,sandy,124.5,50.9,57.9,54.2,6.94
Maize,Rabi,9,plains,27.42,100.51,48.44,28.9,22.66,sandy,94.4,32.5,36.6,69.0,6.42
Maize,Rabi,4,plains,24.91,111.81,54.85,32.13,13.02,sandy,146.5,58.7,56.0,76.6,5.52
Sugarcane,Kharif,4,plains,23.83,101.11,27.69,39.59,32.72,loamy,192.2,76.4,82.8,74.9,6.85
Wheat,Rabi,13,arid,23.65,32.46,71.34,15.82,12.84,sandy,148.9,48.8,56.9,58.2,7.16
Sugarcane,Kharif,11,humid,28.45,148.37,28.55,32.61,38.84,clayey,155.2,59.5,67.1,73.7,6.01
Wheat,Rabi,4,plains,20.48,69.14,62.87,29.31,7.82,sandy,70.7,26.1,31.8,40.5,6.38
Sugarcane,Kharif,3,plains,27.09,128.23,31.78,34.31,33.91,loamy,162.3,67.2,69.8,82.2,6.37
Rice,Kharif,11,humid,32.78,159.85,21.08,28.09,50.83,clayey,87.2,26.8,30.8,90.3,5.54
Wheat,Rabi,13,arid,22.47,46.73,74.5,19.88,5.62,sandy,66.1,32.4,28.0,47.2,6.8
Maize,Rabi,4,plains,29.97,118.33,47.36,33.82,18.82,sandy,87.1,35.0,33.4,63.2,5.62
Maize,Rabi,7,plains,28.21,92.03,34.76,31.63,33.61,loamy,94.5,34.9,32.7,70.0,5.97
Maize,Kharif,7,plains,28.64,69.65,28.33,39.03,32.64,loamy,104.7,44.4,48.6,69.0,5.6
Sugarcane,Kharif,11,humid,25.26,151.0,33.11,28.89,38.0,clayey,193.1,83.7,73.4,70.8,7.37
Maize,Rabi,8,plains,24.2,73.96,18.79,29.58,51.63,clayey,138.1,59.1,58.4,70.3,6.15
Sugarcane,Kharif,4,plains,28.07,82.49,32.85,37.96,29.19,loamy,142.6,58.6,66.3,83.1,6.27
Maize,Rabi,6,plains,26.78,115.26,42.18,27.69,30.13,loamy,117.9,40.6,45.3,73.7,6.61
